Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
1050317,2020-03-11 11:12:43,501899453424,"fraud_Jones, Sawayn and Romaguera",misc_net,2.49,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,93d2757bc1cd06d2e690d90ffd3509ac,1363000363,34.275849,-86.04598299999999,0,35962.0
1185564,2020-05-10 15:48:35,4099707841315751,"fraud_Gutmann, McLaughlin and Wiza",home,34.01,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,7fc7fda0fd32adf189cbf04f53d48e79,1368200915,37.610881,-78.342309,0,23004.0
1133402,2020-04-17 07:27:46,4841313716651064,fraud_Bradtke PLC,grocery_pos,107.6,Omar,Gay,M,2161 Blankenship Freeway,West Hartford,VT,5084,43.7185,-72.4439,140,"Development worker, community",1989-10-28,be4a33ddf5ca809eb3814db564fdd62e,1366183666,43.565161,-71.565454,0,3269.0
1179663,2020-05-07 16:53:21,3523898249167098,fraud_Berge-Hills,kids_pets,3.4,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,aeaebca7d0413d86aa5e846b1dd98546,1367945601,41.712701,-74.462514,0,12435.0
1285082,2020-06-16 15:19:59,4933461930348832,fraud_Waters-Cruickshank,health_fitness,75.65,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,1976-09-29,873af47c2668eeb53d1ff8060d8998b8,1371395999,45.180867,-93.314064,0,55448.0
1283547,2020-06-16 05:07:41,30266994494236,"fraud_Raynor, Feest and Miller",gas_transport,59.89,Sarah,Foster,F,77872 Andrea Glen Apt. 543,Ford,VA,23850,37.1349,-77.7364,1051,Chief Operating Officer,1976-11-21,69af1be2f4f279e9f921a17a09f26867,1371359261,36.226247,-77.809151,0,27844.0
1078757,2020-03-23 23:45:18,38052002992326,fraud_Mayert Group,shopping_pos,6.43,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,34c2ef9b052e7a40c79fc1beb4c53fdb,1364082318,30.871666,-95.131873,0,77360.0
1204533,2020-05-18 16:08:00,30235438713303,fraud_Torphy-Kertzmann,health_fitness,15.55,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,b22b951b371c01def9ffbec0124a5c03,1368893280,39.411264,-82.720897,0,43135.0
1151296,2020-04-25 11:44:55,348253506557335,fraud_Wisozk and Sons,misc_pos,4.8,Thomas,Gibson,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,30.4983,-88.3282,15647,Armed forces logistics/support/administrative officer,1948-03-22,6c71c31f460aaa893249823a6aba1627,1366890295,31.210816,-87.576763,0,36480.0
1220109,2020-05-25 07:38:42,3545109339866548,"fraud_Huel, Hammes and Witting",grocery_pos,57.75,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,be6d1719ad5f1e33866115d6826f3cc6,1369467522,32.750612,-90.151054,0,39179.0
1096083,2020-03-31 13:27:09,3528407217576457,fraud_Bechtelar-Rippin,food_dining,25.11,Patricia,Leach,F,71309 Martinez Stravenue,Kingsport,TN,37663,36.4715,-82.4834,87124,Warden/ranger,1987-02-14,c7e5c9d3a6548d2b648b6c2a0f246e70,1364736429,36.091691,-82.23123299999999,0,28740.0
1157317,2020-04-27 18:15:40,4646845581490336108,fraud_Pagac LLC,shopping_pos,4.42,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,c2bba1e0a3d46b77af50be0d577bf0fd,1367086540,41.620715,-72.715987,0,6023.0
1146665,2020-04-22 18:43:46,6597888193422452,fraud_Wilkinson LLC,personal_care,12.15,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,0a52f3984561d4d7070c07f4541e4b3a,1366656226,32.789343,-97.876445,0,76088.0
1203008,2020-05-18 03:17:32,6506116513503136,fraud_Koepp-Witting,grocery_pos,230.55,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,430374e58938153dcf607997828411b1,1368847052,32.282848,-95.507942,0,75758.0
1102200,2020-04-03 18:11:05,3545109339866548,"fraud_Moore, Dibbert and Koepp",misc_net,2.23,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,000dce48816ce50bf7655f7d715ecdc0,1365012665,32.963035,-90.371209,0,39194.0
1260542,2020-06-08 12:47:22,4355790796238264643,fraud_Jast and Sons,food_dining,45.67,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969-08-04,0dbe698569b6173f0ee2936bdc55d291,1370695642,39.721437,-91.360723,0,63401.0
1264177,2020-06-09 10:10:28,4512828414983801773,"fraud_Schultz, Simonis and Little",grocery_pos,80.07,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,1a713664d7cdad9b8a8214c00464711e,1370772628,39.607801,-79.981217,0,26505.0
1141604,2020-04-20 18:05:30,4301028321766222513,fraud_Kilback LLC,food_dining,58.65,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,d98d538aa63a69a71da4fe82cc30e2f6,1366481130,40.161791,-81.059421,0,43977.0
1113974,2020-04-08 01:29:46,4742883543039288059,fraud_Spinka-Welch,grocery_net,62.93,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,ea6eb0d8d955441b97ea170c0d794487,1365384586,20.044086,-155.94816200000002,0,
1181648,2020-05-08 18:35:23,675909898057,fraud_Ernser-Feest,home,100.62,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,1964-03-16,e897f397410cd63c54d5d7791aedcfc5,1368038123,41.016559,-72.980805,0,11789.0
1267086,2020-06-10 06:09:45,3502377050801561,fraud_Weber and Sons,food_dining,13.86,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",1948-11-30,02944aa7a18ddc09d2573b99aaf2fd33,1370844585,29.958642,-94.729672,0,77575.0
1223197,2020-05-26 00:50:32,501828204849,fraud_Botsford Ltd,shopping_pos,15.29,Sandra,Davies,F,31954 Eugene Lane Suite 572,Dexter,KS,67038,37.1641,-96.6917,602,"Buyer, industrial",1958-10-26,b3a7dce5e187c009c2707306ab0a65e9,1369529432,37.692482,-97.29054,0,67208.0
1098403,2020-04-01 13:05:02,30551643947183,"fraud_Little, Gutmann and Lynch",shopping_net,3.57,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,10559826ff2ab5a8fcc1a8a3eda2d9ad,1364821502,35.379045,-82.106368,0,28746.0
1094624,2020-03-30 23:53:48,4379260813815979609,fraud_Gibson-Deckow,entertainment,14.95,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,af0c7f595ca8b87d9b3c233e271b06a7,1364687628,38.745503,-121.722088,0,95776.0
1040257,2020-03-07 19:39:13,2714019737356678,fraud_Bins-Tillman,entertainment,62.86,Christina,Moore,F,542 Finley Ports Apt. 396,West Finley,PA,15377,39.9914,-80.4408,724,Theme park manager,1995-08-30,92ec406926cceb680af9ab1a9b74a2e6,1362685153,39.942695,-80.672659,0,26041.0
1120139,2020-04-11 17:38:25,4312133045694601139,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,4.15,Julian,Price,M,086 Pierce Cove,Pikesville,MD,21208,39.3764,-76.729,33917,Company secretary,1977-06-12,c23c4298155f00a170081c967fe61258,1365701905,39.275077,-76.92233900000001,0,21794.0
1243548,2020-06-02 04:53:31,2229378226512508,fraud_Wisozk and Sons,misc_pos,30.9,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,988ae172ad3ad0f3df6fd18508fff5d1,1370148811,43.46515,-90.284473,0,53924.0
1270395,2020-06-11 21:09:17,3565423334076143,"fraud_Kling, Howe and Schneider",home,47.95,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,f02b1318898a1c9cf355b67abe6edac6,1370984957,39.564028,-86.73435500000001,0,46120.0
1049743,2020-03-10 23:49:49,4613314721966,fraud_Friesen Ltd,health_fitness,70.43,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,3d7b5b3d7836304560035210d1be235c,1362959389,36.420486,-81.224583,0,28644.0
1063819,2020-03-17 10:32:54,503874407318,fraud_McDermott-Weimann,grocery_pos,40.97,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,533ca55e0499cf8784074a0ff4d07c54,1363516374,29.489635,-98.246586,0,78150.0
1196017,2020-05-14 21:42:27,4935858973307492,fraud_McKenzie-Huels,food_dining,53.27,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.17399999999999,1841,Film/video editor,1975-06-01,71c9ba4573d9573997a336b2c1b530f8,1368567747,32.19256,-83.827298,0,31070.0
1121698,2020-04-12 12:01:28,3502088871723054,fraud_Dibbert and Sons,entertainment,61.14,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,e891dfba2adce9ccb8b14a3cd317e04e,1365768088,39.363984,-77.041511,0,21797.0
1068132,2020-03-19 12:34:28,60422928733,"fraud_Ritchie, Oberbrunner and Cremin",travel,193.96,Jeffrey,Powers,M,38352 Parrish Road Apt. 652,North Augusta,SC,29860,33.6028,-81.9748,46944,Secondary school teacher,1942-04-02,f6ac491ae969fe38e9dfc91b8f6eb730,1363696468,34.314545,-81.034504,0,29130.0
1250047,2020-06-04 16:30:25,502038091380,fraud_Mosciski Group,travel,514.67,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,2be8909573042e9276dc10d5d3264ebf,1370363425,36.461693,-93.890562,0,72732.0
1199723,2020-05-16 21:48:34,4562827002127,fraud_Zboncak LLC,food_dining,100.71,Christopher,Johnson,M,28711 Kristine Junction Suite 309,Greenville,OH,45331,40.0987,-84.6342,22930,Media planner,1971-11-26,71984332ffaefa3fc32eedb0339e5c83,1368740914,40.986104,-84.854606,0,46773.0
1053850,2020-03-13 13:12:23,4689147265057948423,fraud_Crooks and Sons,personal_care,64.08,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,dd3d125acffebddebc87b421e7601c0b,1363180343,41.649742,-96.059317,0,51556.0
1175550,2020-05-05 14:37:28,4836998673805450,fraud_Kassulke PLC,shopping_net,10.28,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,4d727d0f515276f9f119de0fa811a6db,1367764648,45.558413,-86.343274,0,
1139651,2020-04-20 02:49:17,30273037698427,"fraud_Johnston, Nikolaus and Maggio",grocery_net,15.28,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,2000-06-13,e13235c4a125d16a7d7b91c875619d48,1366426157,36.568282,-90.901943,0,63935.0
1272745,2020-06-12 21:16:38,180031190491743,"fraud_Weimann, Kuhic and Beahan",shopping_pos,4.01,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1972-01-05,81fdf585acfc79e94ff6e70cec5fc164,1371071798,30.207616,-88.26009499999999,0,36528.0
1227398,2020-05-27 07:30:45,4158945090781624,fraud_Kiehn Inc,grocery_pos,55.38,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,f27ef28477d27aa65526eee9457c6f65,1369639845,39.463728,-80.740279,0,26320.0
1152335,2020-04-25 23:09:21,6011348830550197,fraud_Predovic Inc,shopping_net,3.49,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,060e2e0ee729d767e85d4fc1e53fc730,1366931361,33.64027,-87.079717,0,35130.0
1152707,2020-04-26 03:25:19,30408301059761,"fraud_Raynor, Feest and Miller",gas_transport,49.32,Brandon,Pittman,M,2881 Frey Village,Cross,SC,29436,33.3364,-80.1859,4471,Occupational hygienist,1973-10-09,b81cbf3575c15380c542b8cfb21aa492,1366946719,33.838734,-80.675525,0,29044.0
1287929,2020-06-17 18:03:48,4716561796955522,fraud_Boyer-Haley,travel,8.63,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,d4784d568f6843ceb04e63226c8f160c,1371492228,48.949154,-113.272341,0,
1111692,2020-04-07 09:26:50,377264520876399,fraud_Kuphal-Toy,food_dining,248.58,Kara,Miles,F,2076 Thomas Roads Suite 970,Cassatt,SC,29032,34.3424,-80.5,4424,Lawyer,1961-07-31,5e0cf19ef40a1673477b959715138303,1365326810,35.160943,-80.406971,0,28163.0
1056088,2020-03-14 17:12:22,2222157926772399,fraud_Schaefer Ltd,kids_pets,10.48,Amy,Garrett,F,6014 Thomas Throughway,Trenton,TX,75490,33.4235,-96.3398,2211,"Investment banker, operational",1987-02-26,67baf8ee36bbaeea3eae1e61dfd29ff2,1363281142,33.077939,-97.05511,0,75077.0
1087591,2020-03-28 11:59:34,676234256292,fraud_Block Group,misc_pos,35.22,David,Vasquez,M,06539 Gregory Mountains Suite 029,Parker Dam,CA,92267,34.298,-114.156,126,Marketing executive,1992-10-07,012c1f1e0482812b840830ee7da857d1,1364471974,33.512718,-114.25212,0,
1057981,2020-03-15 13:17:11,501802953619,"fraud_Romaguera, Wehner and Tromp",kids_pets,30.89,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,6eee012f66a495d188547c9b43c85fcc,1363353431,42.070391,-122.303981,0,
1292521,2020-06-19 20:33:56,4344955088481397,fraud_Romaguera Ltd,health_fitness,75.31,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,16034,40.8555,-79.7372,2054,Communications engineer,1976-09-29,1f9952163b7cfafd302e3ed099066921,1371674036,40.708293,-78.95642099999999,0,15777.0
1246145,2020-06-02 20:17:14,4342532437704183,fraud_Stamm-Witting,shopping_net,5.08,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,1994-02-16,c7a38749f9df728c275be29b7391be89,1370204234,43.065707,-75.83821800000001,0,13037.0
1076114,2020-03-23 05:18:18,4482427013979020,fraud_Rodriguez Group,gas_transport,74.86,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,1946-08-30,110bbb666def50ebec677090fb57c0da,1364015898,38.942116,-82.892519,0,45653.0
1114713,2020-04-08 15:08:40,4170689372027579,fraud_Medhurst Inc,home,21.74,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,61e47585fe6b604981aeb989c76588b5,1365433720,34.789175,-97.515511,0,73052.0
1148557,2020-04-23 21:42:02,3553629419254918,"fraud_Schneider, Hayes and Nikolaus",food_dining,18.69,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,e9d3fad192a99ffff293e637ad7fd61a,1366753322,47.731754,-122.804244,0,98315.0
1062352,2020-03-16 21:28:48,3583793405872580,"fraud_Heathcote, Yost and Kertzmann",shopping_net,143.13,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,3e1c8f3ea398a6baa26e4a2edeaf8794,1363469328,34.413561,-98.349185,0,73543.0
1278579,2020-06-14 23:15:04,6506982560413523,"fraud_Yost, Schamberger and Windler",kids_pets,148.46,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,1985-04-15,90412061019fab0d3453635b0bf033d3,1371251704,33.73416,-93.843208,0,71831.0
1241766,2020-06-01 17:57:39,630423337322,"fraud_Hettinger, McCullough and Fay",home,36.58,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,8ae85a37f6de35071944f8029fc32010,1370109459,49.751579,-118.379594,0,
1168491,2020-05-03 03:20:17,3568255211412877,"fraud_Greenfelder, Bartoletti and Davis",misc_net,3.83,Timothy,Gomez,M,707 Anthony Causeway,Leo,IN,46765,41.2249,-85.0301,5341,Biomedical engineer,1994-11-24,2051957545c04db8254efd26e6d2f157,1367551217,41.909569,-84.72098299999999,0,49227.0
1163083,2020-04-30 03:35:07,4755696071492,"fraud_Christiansen, Goyette and Schamberger",gas_transport,75.66,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,75048,32.9643,-96.6012,20328,Site engineer,1985-06-20,279ae069dc0c7cef9ab075550e518d38,1367292907,33.069281,-97.154591,0,76226.0
1115203,2020-04-08 22:06:50,372382441451095,"fraud_Gutmann, McLaughlin and Wiza",home,9.09,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,3e51c4b098a9d3c770cbbcb940be6855,1365458810,42.731105,-74.922914,0,13326.0
1148275,2020-04-23 18:24:50,180011453250192,fraud_Brown Inc,kids_pets,46.65,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,369812773dc927723dd771f728215c19,1366741490,41.377526,-90.739024,0,61232.0
1162689,2020-04-29 22:06:50,4497451418073897078,fraud_Windler LLC,kids_pets,135.24,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,9bcad21b938d95abb7e0746c582c1bfa,1367273210,32.685232,-92.666805,0,71235.0
1187059,2020-05-11 03:47:25,4599285557366057,fraud_Morar Inc,grocery_net,25.67,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,1997-11-18,775b0ac445417061239e01e6cb14419e,1368244045,38.97771,-98.208934,0,67455.0
1263942,2020-06-09 08:15:40,676281772837,fraud_Beier LLC,entertainment,92.41,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,315d1f8837e3de7a0d598fa09d6509cb,1370765740,29.906207,-84.347876,0,32346.0
1080195,2020-03-24 12:54:04,5104807169438134,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,38.03,Regina,Johnston,F,641 Steven Mall Apt. 299,Westhampton Beach,NY,11978,40.8295,-72.6473,3255,Financial trader,1978-07-08,fbd6bd8ce5873aba7bea72d8835bb097,1364129644,40.637164,-73.0006,0,11705.0
1158179,2020-04-27 23:41:47,4996263498048679,fraud_Homenick LLC,personal_care,15.06,Kendra,King,F,154 Hernandez Keys,Smith River,CA,95567,41.9404,-124.1587,1930,Web designer,1983-06-13,20990c3beb90362985dadb8a5314e087,1367106107,42.761263,-123.815097,0,
1181055,2020-05-08 12:25:38,4446368897795790,fraud_Lubowitz-Walter,kids_pets,46.56,Ryan,Joseph,M,8850 Jessica Center,Atlantic,VA,23303,37.9073,-75.5089,741,"Geologist, engineering",1986-08-17,c62a8e22036a7d2d57fad1fc6317f916,1368015938,38.21554,-76.38121600000001,0,20653.0
1282850,2020-06-15 23:44:29,4826655832045236,fraud_Wilkinson LLC,personal_care,97.62,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,1963-12-29,25c554f84fb1f7d7cde34c9022909489,1371339869,40.717741,-70.604045,0,
1109151,2020-04-06 14:54:16,4769426683924058915,"fraud_Haley, Batz and Auer",health_fitness,118.71,Andrea,Cruz,F,26572 Hodge Villages Suite 512,Mifflin,PA,17058,40.5553,-77.4001,1909,Mining engineer,1954-08-22,f80790b399e1abb3762b2193095f1d21,1365260056,40.195889,-76.43982,0,17545.0
1273730,2020-06-13 08:40:02,4497913965512794052,fraud_Koss and Sons,gas_transport,70.31,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,1955-11-07,5601399fc0c821551120c79a83620d8a,1371112802,34.510531,-79.507791,0,29525.0
1269808,2020-06-11 15:55:55,3519607465576254,fraud_Collier LLC,home,176.84,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537,40.7268,-124.2174,276,"Scientist, audiological",1929-05-06,e7ec0dfbd47f65f2e46532c1d6027a6b,1370966155,40.298583,-123.740517,0,95554.0
1204608,2020-05-18 16:37:38,4855488158131690372,fraud_Reilly and Sons,health_fitness,79.31,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,7fb7ec2b41312e1d3cc3048cca916fb7,1368895058,44.677134,-71.90765999999999,0,5871.0
1146472,2020-04-22 16:09:01,502038091380,fraud_Brown Inc,kids_pets,56.38,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,21b7bad64f50230773589fef4af8c657,1366646941,37.403959,-93.686455,0,65646.0
1236367,2020-05-31 06:50:38,4390966588600992777,fraud_Gibson-Deckow,entertainment,61.9,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,d5d13443482a74209214a41cda3c3300,1369983038,35.453275,-98.169555,0,
1205507,2020-05-18 22:31:22,372509258176510,fraud_Gislason Group,misc_pos,64.4,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,af844ae39f55bc37be4c475cdacbddf3,1368916282,43.836225,-82.716674,0,48441.0
1192945,2020-05-12 23:31:39,3545109339866548,"fraud_Koss, Hansen and Lueilwitz",home,29.34,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,954b720a7e7bfbec64b6a499fe397783,1368401499,33.136755,-90.317173,0,39169.0
1270528,2020-06-11 22:21:23,370612217861404,fraud_Schoen Ltd,kids_pets,5.68,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,4054c077bbd1ef079cff664eb69022f6,1370989283,40.736659,-74.48119100000001,0,7976.0
1176898,2020-05-05 23:21:59,2235613922823698,fraud_Reichel LLC,personal_care,6.56,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,26a0e52e6cd359bbd68e861185d44530,1367796119,42.980466,-104.379253,0,
1228036,2020-05-27 16:27:50,3523898249167098,fraud_Rau-Grant,kids_pets,19.08,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,d38ea6c9a1da569db4768d9044bd08e4,1369672070,40.051862,-73.544331,0,
1109346,2020-04-06 16:05:13,4302480582202074,"fraud_Weber, Thiel and Hammes",kids_pets,42.47,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,9a87da6754ad5a5da0f1fa102188b194,1365264313,43.916208000000005,-86.19824200000001,0,49405.0
1082109,2020-03-25 03:24:21,3582754887089201,fraud_Harber Inc,gas_transport,45.85,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,07c3444f065d3c58166a33b0323a129e,1364181861,34.57983,-93.357852,0,71968.0
1201092,2020-05-17 12:49:50,4198470814557,fraud_Kihn-Fritsch,food_dining,4.55,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,1971-08-20,f65640cdaa91ec42d785b044105c3599,1368794990,40.503225,-95.757868,0,68421.0
1204897,2020-05-18 18:30:36,6534628260579800,fraud_Stoltenberg-Beatty,shopping_pos,3.88,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,1998-03-19,0eccd9dc11799e9e0ebbb14d58c3b376,1368901836,44.675886,-72.19866999999999,0,5839.0
1266733,2020-06-09 23:53:56,38057513087029,fraud_Leffler-Goldner,personal_care,2.26,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1997-01-18,b2e1f9970b7f2442e7b0f74c4bcac345,1370822036,37.728184000000006,-121.907634,0,94568.0
1153586,2020-04-26 13:00:22,5559857416065248,fraud_Daugherty LLC,kids_pets,70.88,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,2d2c96681803694bab3da9537c86c187,1366981222,40.712418,-122.579141,0,96033.0
1227311,2020-05-27 06:04:43,4961003488432306,"fraud_Reichert, Shanahan and Hayes",shopping_net,43.03,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,1966-05-10,419c2a44136db59ebb5cfaf61a438e76,1369634683,40.51506,-76.269149,0,19507.0
1137750,2020-04-19 12:22:20,3576021480694169,fraud_Abbott-Steuber,personal_care,109.08,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,c3bdbc6d41bb50032d48c42d7801329b,1366374140,38.828305,-95.568226,0,66524.0
1224874,2020-05-26 13:31:01,60490596305,fraud_O'Keefe-Wisoky,food_dining,12.96,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,ea32b985085eef6bcd52a0ab6de55be2,1369575061,34.893302,-90.587823,0,72320.0
1129864,2020-04-15 01:05:56,2348245054386329,fraud_Conroy-Emard,food_dining,100.79,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,0c0f5c43a201dcb539a1a10afc06ac53,1365987956,42.637062,-80.297753,0,
